Country_origen;Year;Quantity;Import;Type;Valor_euro
Italy;2020;38856;Slovakia;Con contenido de Manteca de cacao;173146
Netherlands;2020;46;Slovakia;Con contenido de Manteca de cacao;191
Poland;2020;220052;Slovakia;Con contenido de Manteca de cacao;588019
Czech Republic;2020;419750;Slovakia;Con contenido de Manteca de cacao;2313846
Romania;2020;67956;Slovakia;Con contenido de Manteca de cacao;458792
Switzerland;2020;3130;Slovakia;Con contenido de Manteca de cacao;24861
Germany;2020;1054994;Slovakia;Con contenido de Manteca de cacao;2557086
Austria;2020;1;Slovakia;Con contenido de Manteca de cacao;28
Belgium;2020;256966;Slovakia;Con contenido de Manteca de cacao;816704
Spain;2020;17483;Slovakia;Con contenido de Manteca de cacao;34868
Finland;2020;1;Slovakia;Con contenido de Manteca de cacao;21
Hungary;2020;966;Slovakia;Con contenido de Manteca de cacao;2701
Japan;2020;1;Slovakia;Con contenido de Manteca de cacao;8
Netherlands;2020;11;Slovakia;Con contenido de Manteca de cacao;73
Poland;2020;15360;Slovakia;Con contenido de Manteca de cacao;52218
United Kingdom;2020;2;Slovakia;Con contenido de Manteca de cacao;17
Czech Republic;2020;113935;Slovakia;Con contenido de Manteca de cacao;491721
Sweden;2020;1;Slovakia;Con contenido de Manteca de cacao;7
Germany;2020;4800;Slovakia;Con contenido de Manteca de cacao;9953
Belgium;2020;60;Slovakia;Con contenido de Manteca de cacao;378
Hungary;2020;47780;Slovakia;Con contenido de Manteca de cacao;116263
Italy;2020;140;Slovakia;Con contenido de Manteca de cacao;501
Netherlands;2020;2;Slovakia;Con contenido de Manteca de cacao;11
United Kingdom;2020;1535968;Slovakia;Con contenido de Manteca de cacao;3856359
Czech Republic;2020;11360;Slovakia;Con contenido de Manteca de cacao;43467
Germany;2020;1;Slovakia;Otros productos con cacao;201
Hungary;2020;20645;Slovakia;Otros productos con cacao;122890
Netherlands;2020;108;Slovakia;Otros productos con cacao;1000
Czech Republic;2020;1320;Slovakia;Otros productos con cacao;5050
Romania;2020;3375;Slovakia;Otros productos con cacao;36878
Sweden;2020;12687;Slovakia;Otros productos con cacao;39126
Germany;2020;4220;Slovakia;Otros productos con cacao;12530
Austria;2020;7560;Slovakia;Otros productos con cacao;13690
Belgium;2020;25002;Slovakia;Otros productos con cacao;48690
Spain;2020;800;Slovakia;Otros productos con cacao;1710
Hungary;2020;27322;Slovakia;Otros productos con cacao;62853
Italy;2020;296;Slovakia;Otros productos con cacao;1096
Netherlands;2020;9329;Slovakia;Otros productos con cacao;26903
Poland;2020;54043;Slovakia;Otros productos con cacao;111573
United Kingdom;2020;1;Slovakia;Otros productos con cacao;14
Czech Republic;2020;182775;Slovakia;Otros productos con cacao;788117
Switzerland;2020;910;Slovakia;Otros productos con cacao;5778
Germany;2020;50764;Slovakia;Otros productos con cacao;94156
Australia;2020;1;Slovakia;Otros productos con cacao;25
Austria;2020;490555;Slovakia;Otros productos con cacao;651451
Belgium;2020;22662;Slovakia;Otros productos con cacao;95951
Denmark;2020;1022;Slovakia;Otros productos con cacao;6267
Slovenia;2020;9;Slovakia;Otros productos con cacao;41
Spain;2020;5875;Slovakia;Otros productos con cacao;6010
Hungary;2020;12403;Slovakia;Otros productos con cacao;98022
Italy;2020;50728;Slovakia;Otros productos con cacao;138398
Japan;2020;1;Slovakia;Otros productos con cacao;12
Netherlands;2020;532;Slovakia;Otros productos con cacao;4635
Poland;2020;76780;Slovakia;Otros productos con cacao;199041
United Kingdom;2020;2930;Slovakia;Otros productos con cacao;11989
Czech Republic;2020;407330;Slovakia;Otros productos con cacao;1988715
Romania;2020;27555;Slovakia;Otros productos con cacao;51203
Sweden;2020;504180;Slovakia;Otros productos con cacao;1231883
Switzerland;2020;10;Slovakia;Otros productos con cacao;134
Germany;2020;1266895;Slovakia;Chocolates o bombones;4762760
Australia;2020;5;Slovakia;Chocolates o bombones;84
Austria;2020;426764;Slovakia;Chocolates o bombones;1438385
Belgium;2020;1936;Slovakia;Chocolates o bombones;8070
Bulgaria;2020;1556692;Slovakia;Chocolates o bombones;6262717
Canada;2020;1;Slovakia;Chocolates o bombones;8
Croatia;2020;1105;Slovakia;Chocolates o bombones;6809
Denmark;2020;1593;Slovakia;Chocolates o bombones;15948
Slovenia;2020;795;Slovakia;Chocolates o bombones;21460
Spain;2020;100872;Slovakia;Chocolates o bombones;374455
United States;2020;4;Slovakia;Chocolates o bombones;75
Estonia;2020;1;Slovakia;Chocolates o bombones;22
Finland;2020;3;Slovakia;Chocolates o bombones;25
France;2020;7661;Slovakia;Chocolates o bombones;110696
Greece;2020;328;Slovakia;Chocolates o bombones;2158
Hungary;2020;1048165;Slovakia;Chocolates o bombones;4963116
India;2020;1;Slovakia;Chocolates o bombones;11
Ireland;2020;16740;Slovakia;Chocolates o bombones;184379
Iceland;2020;1;Slovakia;Chocolates o bombones;8
Italy;2020;1729;Slovakia;Chocolates o bombones;5784
Japan;2020;1;Slovakia;Chocolates o bombones;48
Latvia;2020;15;Slovakia;Chocolates o bombones;136
Lithuania;2020;33776;Slovakia;Chocolates o bombones;155690
Luxembourg;2020;10;Slovakia;Chocolates o bombones;221
Macedonia;2020;4;Slovakia;Chocolates o bombones;14
New Zealand;2020;1;Slovakia;Chocolates o bombones;17
Netherlands;2020;424249;Slovakia;Chocolates o bombones;1345332
Poland;2020;242095;Slovakia;Chocolates o bombones;1141834
United Kingdom;2020;2033;Slovakia;Chocolates o bombones;19518
Czech Republic;2020;9371296;Slovakia;Chocolates o bombones;26546070
Romania;2020;190147;Slovakia;Chocolates o bombones;1451728
Serbia;2020;40305;Slovakia;Chocolates o bombones;94931
Sweden;2020;14735;Slovakia;Chocolates o bombones;58859
Switzerland;2020;1263;Slovakia;Chocolates o bombones;15974
Turkey;2020;2;Slovakia;Chocolates o bombones;5
Ukraine;2020;887;Slovakia;Chocolates o bombones;2172
Germany;2020;1872540;Slovakia;Otros productos con cacao;7591369
Australia;2020;2;Slovakia;Otros productos con cacao;95
Austria;2020;318624;Slovakia;Otros productos con cacao;1134263
Belgium;2020;6104;Slovakia;Otros productos con cacao;26749
Croatia;2020;7093;Slovakia;Otros productos con cacao;31539
Denmark;2020;131;Slovakia;Otros productos con cacao;981
Slovenia;2020;3;Slovakia;Otros productos con cacao;76
Spain;2020;6;Slovakia;Otros productos con cacao;114
United States;2020;3;Slovakia;Otros productos con cacao;11
Finland;2020;1;Slovakia;Otros productos con cacao;18
France;2020;1215;Slovakia;Otros productos con cacao;7366
Greece;2020;1;Slovakia;Otros productos con cacao;25
Hungary;2020;12662;Slovakia;Otros productos con cacao;154048
Iceland;2020;1;Slovakia;Otros productos con cacao;12
Italy;2020;241;Slovakia;Otros productos con cacao;4731
Latvia;2020;1657;Slovakia;Otros productos con cacao;13059
Lithuania;2020;1901;Slovakia;Otros productos con cacao;12676
Luxembourg;2020;18;Slovakia;Otros productos con cacao;326
Norway;2020;1;Slovakia;Otros productos con cacao;16
Netherlands;2020;4671;Slovakia;Otros productos con cacao;37749
Poland;2020;142983;Slovakia;Otros productos con cacao;666825
United Kingdom;2020;54070;Slovakia;Otros productos con cacao;173214
Czech Republic;2020;2687478;Slovakia;Otros productos con cacao;10734829
Romania;2020;7;Slovakia;Otros productos con cacao;122
Serbia;2020;37;Slovakia;Otros productos con cacao;173
Sweden;2020;50395;Slovakia;Otros productos con cacao;377114
Switzerland;2020;6929;Slovakia;Otros productos con cacao;66909
Germany;2020;2085696;Slovakia;Chocolates o bombones;10059448
Australia;2020;4;Slovakia;Chocolates o bombones;35
Austria;2020;306208;Slovakia;Chocolates o bombones;925055
Belgium;2020;124058;Slovakia;Chocolates o bombones;442390
Canada;2020;6;Slovakia;Chocolates o bombones;37
Cyprus;2020;8;Slovakia;Chocolates o bombones;990
Colombia;2020;955;Slovakia;Chocolates o bombones;13876
Croatia;2020;59081;Slovakia;Chocolates o bombones;198120
Denmark;2020;1120;Slovakia;Chocolates o bombones;12783
Ecuador;2020;2;Slovakia;Chocolates o bombones;22
United Arab Emirates;2020;1;Slovakia;Chocolates o bombones;0
Spain;2020;7795;Slovakia;Chocolates o bombones;65540
United States;2020;3;Slovakia;Chocolates o bombones;74
Finland;2020;2;Slovakia;Chocolates o bombones;39
France;2020;1643;Slovakia;Chocolates o bombones;6294
Greece;2020;275;Slovakia;Chocolates o bombones;2066
Hungary;2020;1063490;Slovakia;Chocolates o bombones;6475610
Ireland;2020;1;Slovakia;Chocolates o bombones;18
Iceland;2020;1;Slovakia;Chocolates o bombones;36
Israel;2020;1;Slovakia;Chocolates o bombones;23
Italy;2020;3824;Slovakia;Chocolates o bombones;46917
Other;2020;2;Slovakia;Chocolates o bombones;8
Latvia;2020;3240;Slovakia;Chocolates o bombones;24910
Lithuania;2020;81884;Slovakia;Chocolates o bombones;384983
Other;2020;1;Slovakia;Chocolates o bombones;0
Norway;2020;1;Slovakia;Chocolates o bombones;1
New Zealand;2020;2;Slovakia;Chocolates o bombones;8
Netherlands;2020;1562;Slovakia;Chocolates o bombones;15641
Poland;2020;66109;Slovakia;Chocolates o bombones;294949
United Kingdom;2020;5618;Slovakia;Chocolates o bombones;34689
Czech Republic;2020;3264383;Slovakia;Chocolates o bombones;16170479
Romania;2020;405506;Slovakia;Chocolates o bombones;2382723
Serbia;2020;153;Slovakia;Chocolates o bombones;567
South Africa;2020;1;Slovakia;Chocolates o bombones;1
Sweden;2020;16784;Slovakia;Chocolates o bombones;95183
Switzerland;2020;14656;Slovakia;Chocolates o bombones;120277
Other;2020;1;Slovakia;Chocolates o bombones;3
Turkey;2020;2460;Slovakia;Chocolates o bombones;31703
Ukraine;2020;3;Slovakia;Chocolates o bombones;30
Germany;2020;301236;Slovakia;Otros productos con cacao;1629726
Austria;2020;27016;Slovakia;Otros productos con cacao;172872
Belgium;2020;2592;Slovakia;Otros productos con cacao;50477
Bulgaria;2020;3;Slovakia;Otros productos con cacao;46
Cyprus;2020;2;Slovakia;Otros productos con cacao;62
Croatia;2020;11;Slovakia;Otros productos con cacao;162
Denmark;2020;14862;Slovakia;Otros productos con cacao;182573
Slovenia;2020;10;Slovakia;Otros productos con cacao;149
Spain;2020;29;Slovakia;Otros productos con cacao;568
Estonia;2020;1;Slovakia;Otros productos con cacao;29
Finland;2020;6;Slovakia;Otros productos con cacao;162
France;2020;1831;Slovakia;Otros productos con cacao;40282
Greece;2020;7;Slovakia;Otros productos con cacao;132
Hungary;2020;4207;Slovakia;Otros productos con cacao;58750
Ireland;2020;14256;Slovakia;Otros productos con cacao;202796
Italy;2020;3704;Slovakia;Otros productos con cacao;36892
Latvia;2020;394;Slovakia;Otros productos con cacao;2988
Lithuania;2020;6564;Slovakia;Otros productos con cacao;38682
Luxembourg;2020;48;Slovakia;Otros productos con cacao;782
Other;2020;1;Slovakia;Otros productos con cacao;17
Netherlands;2020;137;Slovakia;Otros productos con cacao;2006
Poland;2020;43114;Slovakia;Otros productos con cacao;340471
Portugal;2020;6;Slovakia;Otros productos con cacao;112
United Kingdom;2020;1363;Slovakia;Otros productos con cacao;12696
Czech Republic;2020;72769;Slovakia;Otros productos con cacao;792515
Romania;2020;17;Slovakia;Otros productos con cacao;299
Sweden;2020;21;Slovakia;Otros productos con cacao;407
Switzerland;2020;13;Slovakia;Otros productos con cacao;288
Germany;2020;1552541;Slovakia;Chocolates o bombones;9073507
Australia;2020;2;Slovakia;Chocolates o bombones;123
Austria;2020;673376;Slovakia;Chocolates o bombones;3025427
Belgium;2020;154313;Slovakia;Chocolates o bombones;835138
Brazil;2020;4;Slovakia;Chocolates o bombones;749
Bulgaria;2020;513669;Slovakia;Chocolates o bombones;2213146
Canada;2020;1;Slovakia;Chocolates o bombones;12
Denmark;2020;1124;Slovakia;Chocolates o bombones;13418
Slovenia;2020;3;Slovakia;Chocolates o bombones;72
Spain;2020;588;Slovakia;Chocolates o bombones;16221
United States;2020;2;Slovakia;Chocolates o bombones;4
Estonia;2020;262;Slovakia;Chocolates o bombones;1671
Finland;2020;1155;Slovakia;Chocolates o bombones;1846
France;2020;3234;Slovakia;Chocolates o bombones;51395
Greece;2020;1;Slovakia;Chocolates o bombones;14
Hungary;2020;255913;Slovakia;Chocolates o bombones;1602883
Other;2020;520;Slovakia;Chocolates o bombones;1200
Ireland;2020;97;Slovakia;Chocolates o bombones;1669
Israel;2020;2;Slovakia;Chocolates o bombones;25
Italy;2020;20427;Slovakia;Chocolates o bombones;222526
Other;2020;1;Slovakia;Chocolates o bombones;3
Latvia;2020;14129;Slovakia;Chocolates o bombones;99083
Lithuania;2020;19532;Slovakia;Chocolates o bombones;117026
Luxembourg;2020;2;Slovakia;Chocolates o bombones;23
Macedonia;2020;20162;Slovakia;Chocolates o bombones;78140
Other;2020;1;Slovakia;Chocolates o bombones;21
Netherlands;2020;4390;Slovakia;Chocolates o bombones;26776
Poland;2020;240576;Slovakia;Chocolates o bombones;1168222
Portugal;2020;3432;Slovakia;Chocolates o bombones;20386
United Kingdom;2020;40331;Slovakia;Chocolates o bombones;175756
Czech Republic;2020;1187108;Slovakia;Chocolates o bombones;8802907
Romania;2020;2;Slovakia;Chocolates o bombones;16
Russia;2020;1;Slovakia;Chocolates o bombones;15
Serbia;2020;901;Slovakia;Chocolates o bombones;7288
Sweden;2020;24794;Slovakia;Chocolates o bombones;97510
Switzerland;2020;887;Slovakia;Chocolates o bombones;16888
Turkey;2020;36456;Slovakia;Chocolates o bombones;217544
Ukraine;2020;172490;Slovakia;Chocolates o bombones;492552
Other;2020;1;Slovakia;Chocolates o bombones;22
Germany;2020;457278;Slovakia;Chocolates o bombones;3157565
Austria;2020;283528;Slovakia;Chocolates o bombones;1008920
Belgium;2020;23342;Slovakia;Chocolates o bombones;136466
Bulgaria;2020;870187;Slovakia;Chocolates o bombones;4562162
Other;2020;11;Slovakia;Chocolates o bombones;150
Croatia;2020;11340;Slovakia;Chocolates o bombones;44573
Denmark;2020;356;Slovakia;Chocolates o bombones;3731
Slovenia;2020;3192;Slovakia;Chocolates o bombones;26397
Spain;2020;1221;Slovakia;Chocolates o bombones;15364
United States;2020;2;Slovakia;Chocolates o bombones;33
France;2020;12638;Slovakia;Chocolates o bombones;118707
Hungary;2020;188050;Slovakia;Chocolates o bombones;915880
India;2020;1;Slovakia;Chocolates o bombones;1
Israel;2020;1;Slovakia;Chocolates o bombones;8
Italy;2020;23328;Slovakia;Chocolates o bombones;122608
Latvia;2020;24903;Slovakia;Chocolates o bombones;142987
Lithuania;2020;1649;Slovakia;Chocolates o bombones;14644
Netherlands;2020;42419;Slovakia;Chocolates o bombones;164558
Poland;2020;360500;Slovakia;Chocolates o bombones;1569265
United Kingdom;2020;105641;Slovakia;Chocolates o bombones;631804
Czech Republic;2020;2653699;Slovakia;Chocolates o bombones;16543322
Romania;2020;496948;Slovakia;Chocolates o bombones;3328447
Russia;2020;20;Slovakia;Chocolates o bombones;64
Serbia;2020;5889;Slovakia;Chocolates o bombones;43843
Sweden;2020;10080;Slovakia;Chocolates o bombones;30128
Switzerland;2020;358;Slovakia;Chocolates o bombones;9478
Turkey;2020;82378;Slovakia;Chocolates o bombones;249878
Ukraine;2020;2567;Slovakia;Chocolates o bombones;7484
Germany;2020;818071;Slovakia;Chocolates o bombones;4091071
Australia;2020;4;Slovakia;Chocolates o bombones;31
Austria;2020;247710;Slovakia;Chocolates o bombones;917905
Belgium;2020;69993;Slovakia;Chocolates o bombones;568351
Bulgaria;2020;14306;Slovakia;Chocolates o bombones;166358
Canada;2020;1;Slovakia;Chocolates o bombones;12
China;2020;1;Slovakia;Chocolates o bombones;10
Colombia;2020;1;Slovakia;Chocolates o bombones;8
Denmark;2020;3285;Slovakia;Chocolates o bombones;24659
Spain;2020;17394;Slovakia;Chocolates o bombones;120233
United States;2020;2;Slovakia;Chocolates o bombones;65
France;2020;29415;Slovakia;Chocolates o bombones;182838
Greece;2020;3;Slovakia;Chocolates o bombones;38
Hungary;2020;192273;Slovakia;Chocolates o bombones;1403377
Ireland;2020;8;Slovakia;Chocolates o bombones;45
Italy;2020;66598;Slovakia;Chocolates o bombones;303879
Japan;2020;9;Slovakia;Chocolates o bombones;225
Latvia;2020;389;Slovakia;Chocolates o bombones;2229
Lithuania;2020;1;Slovakia;Chocolates o bombones;11
Luxembourg;2020;1;Slovakia;Chocolates o bombones;6
Norway;2020;1;Slovakia;Chocolates o bombones;7
Netherlands;2020;31225;Slovakia;Chocolates o bombones;161341
Peru;2020;6;Slovakia;Chocolates o bombones;2
Poland;2020;2485470;Slovakia;Chocolates o bombones;7214625
United Kingdom;2020;64884;Slovakia;Chocolates o bombones;307745
Czech Republic;2020;1066933;Slovakia;Chocolates o bombones;7891857
Romania;2020;56098;Slovakia;Chocolates o bombones;359245
Russia;2020;20;Slovakia;Chocolates o bombones;6
Sweden;2020;1221;Slovakia;Chocolates o bombones;8681
Switzerland;2020;1366;Slovakia;Chocolates o bombones;27517
Turkey;2020;6103;Slovakia;Chocolates o bombones;25460
Ukraine;2020;1;Slovakia;Chocolates o bombones;1
Germany;2020;229842;Slovakia;Otros productos con cacao;1120295
Austria;2020;7940;Slovakia;Otros productos con cacao;35165
Belgium;2020;8640;Slovakia;Otros productos con cacao;50734
Croatia;2020;7488;Slovakia;Otros productos con cacao;21718
Denmark;2020;40;Slovakia;Otros productos con cacao;296
Spain;2020;15622;Slovakia;Otros productos con cacao;30605
United States;2020;1;Slovakia;Otros productos con cacao;12
Finland;2020;456;Slovakia;Otros productos con cacao;2227
France;2020;284;Slovakia;Otros productos con cacao;4834
Greece;2020;5;Slovakia;Otros productos con cacao;72
Hungary;2020;78718;Slovakia;Otros productos con cacao;509038
Italy;2020;804;Slovakia;Otros productos con cacao;5956
Other;2020;2;Slovakia;Otros productos con cacao;33
Netherlands;2020;96377;Slovakia;Otros productos con cacao;374607
Poland;2020;432753;Slovakia;Otros productos con cacao;1424936
United Kingdom;2020;6243;Slovakia;Otros productos con cacao;74053
Czech Republic;2020;1067312;Slovakia;Otros productos con cacao;3191326
Switzerland;2020;120;Slovakia;Otros productos con cacao;1963
Turkey;2020;84;Slovakia;Otros productos con cacao;277
Ukraine;2020;2496;Slovakia;Otros productos con cacao;19240
Germany;2020;807370;Slovakia;Otros productos con cacao;1677639
Austria;2020;34042;Slovakia;Otros productos con cacao;136926
Belgium;2020;40;Slovakia;Otros productos con cacao;396
Bulgaria;2020;48369;Slovakia;Otros productos con cacao;198630
Croatia;2020;271;Slovakia;Otros productos con cacao;3337
Denmark;2020;8;Slovakia;Otros productos con cacao;84
